movie,production_budget,domestic_gross,production_profit_domestic
Light Sleeper,5000000,1050861,-3949139
The Rite,37000000,33047633,-3952367
Deuces Wild,10000000,6044618,-3955382
Hanging Up,40000000,36037909,-3962091
The Velocity of Gary,4000000,34145,-3965855
Stake Land,4000000,33245,-3966755
Novocaine,6000000,2025238,-3974762
Praia do Futuro,4000000,20620,-3979380
Sonny,4000000,17639,-3982361
The Last Time I Committed Suicide,4000000,12836,-3987164
13 Sins,4000000,9134,-3990866
Another Happy Day,4000000,9120,-3990880
Mallrats,6100000,2108367,-3991633
Inescapable,4000000,4327,-3995673
"Run, Fatboy, Run",10000000,6003262,-3996738
ParaNorman,60000000,56003051,-3996949
1776,4000000,0,-4000000
The Veil,4000000,0,-4000000
The Perfect Wave,4000000,0,-4000000
How to Fall in Love,4000000,0,-4000000
Chain of Command,4000000,0,-4000000
Replicas,4000000,0,-4000000
Purple Violets,4000000,0,-4000000
Hell's Angels,4000000,0,-4000000
Nothing,4000000,0,-4000000
The Loved Ones,4000000,0,-4000000
A Lonely Place to Die,4000000,0,-4000000
Geograf globus propil,4000000,0,-4000000
Heartbeeps,10000000,6000000,-4000000
Perfectos Desconocidos,4000000,0,-4000000
The Helpers,4000000,0,-4000000
Armored,20000000,15988876,-4011124
Only God Forgives,4800000,775849,-4024151
The Glass House,22000000,17951431,-4048569
The Sun is Also a Star,9000000,4950029,-4049971
Hodejegerne,5250000,1200010,-4049990
The Watcher,33000000,28946615,-4053385
Bright Star,8500000,4444637,-4055363
American Teen,5000000,942441,-4057559
Haywire,23000000,18942396,-4057604
Veer-Zaara,7000000,2938532,-4061468
Arbitrage,12000000,7919574,-4080426
Morgan,8000000,3915251,-4084749
Le nom des gens,4600000,514237,-4085763
Spun,4500000,410241,-4089759
George A. Romero's Survival of the Dead,4200000,101740,-4098260
The Alamo,12000000,7900000,-4100000
Paa,4300000,199228,-4100772
Snabba Cash,4300000,188870,-4111130
Alvin and the Chipmunks: The Road Chip,90000000,85886987,-4113013
Hamlet 2,9000000,4886216,-4113784
Atlas Shrugged: Who Is John Galt?,5000000,851690,-4148310
The Work and the Glory,7500000,3347647,-4152353
Wes Craven Presents: They,17000000,12840842,-4159158
Layer Cake,6500000,2339957,-4160043
Savage Grace,4600000,434417,-4165583
The Thirteenth Floor,16000000,11810854,-4189146
Ghost Rider,120000000,115802596,-4197404
The Kite Runner,20000000,15800078,-4199922
Cargo,4200000,0,-4200000
High School Musical,4200000,0,-4200000
Life During Wartime,4500000,281447,-4218553
Igby Goes Down,9000000,4777465,-4222535
The East,6500000,2274649,-4225351
Glitter,8500000,4273372,-4226628
New York Stories,15000000,10763469,-4236531
Anomalisa,8000000,3759286,-4240714
Blow Out,18000000,13747234,-4252766
Party Monster,5000000,742898,-4257102
Obsluhoval jsem anglickÃ©ho krÃ¡le,4900000,617228,-4282772
Rambo III,58000000,53715611,-4284389
Paparazzi,20000000,15712072,-4287928
Chinjeolhan geumjassi,4500000,211667,-4288333
Blackthorn,4500000,200558,-4299442
Mirrors,35000000,30691439,-4308561
Maggie,4500000,187112,-4312888
Lilja 4-ever,4500000,181655,-4318345
Red Riding Hood,42000000,37662162,-4337838
Anywhere But Here,23000000,18653615,-4346385
CachÃ©,8000000,3647381,-4352619
Anna,4357373,0,-4357373
Danny Collins,10000000,5637066,-4362934
After.Life,4500000,108596,-4391404
Airlift (2016),4400000,0,-4400000
R.L. Stine's Monsterville: The Cabinet of Souls,4400000,0,-4400000
Saint Ralph,5200000,795126,-4404874
Mean Machine,4500000,92723,-4407277
My Name is Khan,8470000,4046336,-4423664
Wonderland,5500000,1060512,-4439488
Fong juk,4500000,51957,-4448043
A Guy Thing,20000000,15543862,-4456138
The Cookout,16000000,11540112,-4459888
Driving Lessons,4700000,239962,-4460038
Spoken Word,4500000,32961,-4467039
Yeh Jawaani Hai Deewani,8300000,3827466,-4472534
The Sweeney,4500000,26345,-4473655
The Work and the Glory: American Zion,6500000,2025032,-4474968
De battre mon coeur s'est arrÃªtÃ©,5500000,1023424,-4476576
The Ten,5250000,769726,-4480274
Albert Nobbs,7500000,3014696,-4485304
Home Fries,15000000,10513979,-4486021
Falcon Rising,4500000,11774,-4488226
Haevnen,5500000,1008098,-4491902
Hansel & Gretel Get Baked,4500000,0,-4500000
Fugly,4500000,0,-4500000
Daisy Winters,4500000,0,-4500000
Zipper,4500000,0,-4500000
The Final Girls,4500000,0,-4500000
Lucky Number Slevin,27000000,22495466,-4504534
Here on Earth,15000000,10494147,-4505853
The Tailor of Panama,18000000,13491653,-4508347
Rescue Dawn,10000000,5490423,-4509577
The Greatest Story Ever Told,20000000,15473333,-4526667
Loser,20000000,15464026,-4535974
Sabrina,58000000,53458319,-4541681
The Oh in Ohio,5000000,418689,-4581311
Polytechnique,6000000,1418304,-4581696
Raise Your Voice,15000000,10411980,-4588020
Fun Size,14000000,9409538,-4590462
Bottle Rocket,5000000,407488,-4592512
Out of the Blue,4600000,728,-4599272
The Legend of the Lone Ranger,18000000,13400000,-4600000
Sydney White,16500000,11892415,-4607585
Irreversible,5400000,792200,-4607800
Ain't Them Bodies Saints,5000000,391611,-4608389
Gomorra,6200000,1579146,-4620854
Soul Kitchen,4900000,276901,-4623099
Labor Day,18000000,13371528,-4628472
Dum Maaro Dum,5200000,564489,-4635511
Underworld: Blood Wars,35000000,30353973,-4646027
Albino Alligator,5000000,353480,-4646520
Snow Flower and the Secret Fan,6000000,1348205,-4651795
Redbelt,7000000,2344847,-4655153
Jimi: All is By My Side,5000000,340911,-4659089
PCU,9000000,4333569,-4666431
Queen of the Damned,35000000,30307804,-4692196
Treading Water,4700000,0,-4700000
Without Men,4700000,0,-4700000
Swing Vote,21000000,16289867,-4710133
Rambo,47500000,42754105,-4745895
Black and White,10000000,5241315,-4758685
"Gandhi, My Father",5000000,240425,-4759575
Standard Operating Procedure,5000000,228830,-4771170
Tucker & Dale vs. Evil,5000000,223838,-4776162
Mandy,6000000,1214525,-4785475
Another Year,8000000,3205706,-4794294
The Awakening,4900000,95933,-4804067
To Rome with Love,21500000,16684352,-4815648
Bajrangi Bhaijaan,13000000,8178001,-4821999
Hulk,137000000,132177234,-4822766
A Dog of Flanders,7000000,2165637,-4834363
Jack and Jill,79000000,74158157,-4841843
No Looking Back,5000000,143273,-4856727
Cop Car,5000000,134552,-4865448
"Lovely, Still",5000000,127564,-4872436
Tycoon,5000000,121016,-4878984
All Hat,4900000,15198,-4884802
Le Havre,5500000,611709,-4888291
Desert Blue,5000000,99147,-4900853
Decoys,5000000,84733,-4915267
8 femmes,8000000,3076425,-4923575
Stuck,5000000,67505,-4932495
Redacted,5000000,65388,-4934612
Woo,13000000,8064972,-4935028
Auto Focus,7000000,2062066,-4937934
Rudderless,5000000,56001,-4943999
Twilight,20000000,15055091,-4944909
Evita,55000000,50047179,-4952821
The Business of Strangers,6000000,1030920,-4969080
Fascination,5000000,16670,-4983330
Collateral Beauty,36000000,31016021,-4983979
Wolf,70000000,65011757,-4988243
Grace,5000000,8297,-4991703
Area 51,5000000,7556,-4992444
Robinson Crusoe,13000000,8005586,-4994414
Io sono lâamore,10000000,5005465,-4994535
We Have Your Husband,5000000,0,-5000000
Mientras duermes,5000000,0,-5000000
The Cottage,5000000,0,-5000000
Dying of the Light,5000000,0,-5000000
Yoga Hosers,5000000,0,-5000000
Dead Like Me: Life After Death,5000000,0,-5000000
Farce of the Penguins,5000000,0,-5000000
Psych 9,5000000,0,-5000000
Capricorn One,5000000,0,-5000000
Henry & Me,5000000,0,-5000000
Born of War,5000000,0,-5000000
Running Forever,5000000,0,-5000000
The Hatching,5000000,0,-5000000
Let's Kill Ward's Wife,5000000,0,-5000000
Navy SEAL vs. Zombies,5000000,0,-5000000
Aztec Warrior,5000000,0,-5000000
Should've Been Romeo,5000000,0,-5000000
Reach Me,5000000,0,-5000000
Flying By,5000000,0,-5000000
Screwed,12000000,6982680,-5017320
The Jackal,60000000,54956941,-5043059
Standing Ovation,5600000,531806,-5068194
Brazil,15000000,9929135,-5070865
The One,49000000,43905746,-5094254
The Mighty Macs,7000000,1891936,-5108064
Serial Mom,13000000,7881335,-5118665
War for the Planet of the Apes,152000000,146880162,-5119838
Running With Scissors,12000000,6860000,-5140000
JÃ»san-nin no shikaku,6000000,802778,-5197222
La MÃ´me,15500000,10299782,-5200218
Somewhere,7000000,1785645,-5214355
Khiladi 786,5600000,385422,-5214578
Ghost Rider: Spirit of Vengeance,57000000,51774002,-5225998
Beastmaster 2: Through the Portal of Time,6000000,773490,-5226510
A Room for Romeo Brass,5250000,20097,-5229903
The Girl with all the Gifts,5250000,0,-5250000
Winter in Wartime,5800000,542860,-5257140
We Need to Talk About Kevin,7000000,1738692,-5261308
The Replacements,50000000,44737059,-5262941
Fortress,12000000,6730578,-5269422
The Negotiator,50000000,44705766,-5294234
Grabbers,5300000,0,-5300000
Mutiny on The Bounty,19000000,13680000,-5320000
Factory Girl,7000000,1661464,-5338536
The Dictator,65000000,59650222,-5349778
Little Man,64000000,58636047,-5363953
The Adventures of Elmo in Grouchland,17000000,11634458,-5365542
The Christmas Candle,7000000,1632000,-5368000
The Messenger,6500000,1109660,-5390340
Public Enemies,102500000,97104620,-5395380
Tao Jie,5400000,0,-5400000
Sultan,11000000,5599781,-5400219
The Dark Half,15000000,9579068,-5420932
Harvard Man,5500000,56653,-5443347
Flipper,25530000,20080020,-5449980
A Home at the End of the World,6500000,1029017,-5470983
Salvation Boulevard,5500000,28468,-5471532
R100,5500000,24956,-5475044
Harry Brown,7300000,1818681,-5481319
The Wild Bunch,6000000,509424,-5490576
Animals,5500000,0,-5500000
Miss Julie,5500000,0,-5500000
The Right Stuff,27000000,21500000,-5500000
The Prisoner of Zenda,12500000,7000000,-5500000
Cat People,12500000,7000000,-5500000
The Eagle,25000000,19490041,-5509959
Control,6400000,871577,-5528423
The Ultimate Gift,9000000,3438735,-5561265
Foolproof,5800000,230312,-5569688
I Hope They Serve Beer in Hell,7000000,1429299,-5570701
[Rec] 2,5600000,27766,-5572234
The Doors,40000000,34416893,-5583107
The 5th Quarter,6000000,408159,-5591841
Black Snake Moan,15000000,9396870,-5603130
The First Great Train Robbery,6000000,391942,-5608058
Shaun the Sheep,25000000,19375982,-5624018
Stiff Upper Lips,5700000,69582,-5630418
On the Line,10000000,4365455,-5634545
Dragonheart,57000000,51364680,-5635320
Capitalism: A Love Story,20000000,14363397,-5636603
"Six Days, Seven Nights",80000000,74339294,-5660706
The Inbetweeners,5700000,35955,-5664045
Valhalla Rising,5700000,30638,-5669362
Lockout,20000000,14326865,-5673135
Die Unendliche Geschichte,27000000,21300000,-5700000
Conviction,12500000,6797696,-5702304
Gotti,10000000,4286367,-5713633
Showdown in Little Tokyo,8000000,2275557,-5724443
"Jeff, Who Lives at Home",10000000,4269426,-5730574
Morvern Callar,6000000,267194,-5732806
Losin' It,7000000,1246141,-5753859
Dark Blue,15000000,9237470,-5762530
Superman IV: The Quest for Peace,17000000,11227824,-5772176
Trade of Innocents,5800000,15091,-5784909
Nanny McPhee and the Big Bang,35000000,29197642,-5802358
Disaster Movie,20000000,14190901,-5809099
The Flower of Evil,6000000,181798,-5818202
A Mighty Heart,15000000,9176787,-5823213
Beautiful,9000000,3134509,-5865491
Akmareul Boatda,6000000,129210,-5870790
AimÃ©e & Jaguar,6800000,927107,-5872893
Come Early Morning,6000000,119452,-5880548
The Greatest,6000000,115862,-5884138
Mother and Child,7000000,1110509,-5889491
The Runaways,9500000,3573673,-5926327
Denial,10000000,4073448,-5926552
Deadfall,6000000,66351,-5933649
Julia,6000000,65108,-5934892
Lucky Break,6000000,54606,-5945394
Atlantis: The Lost Empire,90000000,84052762,-5947238
The Damned United,6400000,449865,-5950135
"Surfer, Dude",6000000,36497,-5963503
28 Days,43000000,37035515,-5964485
Song One,6000000,32251,-5967749
The Transporter Refueled,22000000,16029670,-5970330
Lake of Fire,6000000,25317,-5974683
Don McKay,6000000,13722,-5986278
What's Your Number?,20000000,14011084,-5988916
White Boy Rick,30000000,24004833,-5995167
Freaky Deaky,6000000,0,-6000000
11:14,6000000,0,-6000000
A Shine of Rainbows,6000000,0,-6000000
Icarus,6000000,0,-6000000
March or Die,7000000,1000000,-6000000
Men of War,6000000,0,-6000000
The Hit List,6000000,0,-6000000
Virtuosity,30000000,23998226,-6001774
Gracie,9000000,2956339,-6043661
Brainstorm,15000000,8921050,-6078950
The Man Who Knew Infinity,10000000,3877922,-6122078
Shark Night 3D,25000000,18877153,-6122847
Queen of Katwe,15000000,8874389,-6125611
Mickey Blue Eyes,40000000,33864342,-6135658
Limbo,8300000,2160710,-6139290
Friend Request,9900000,3759078,-6140922
Jab Tak Hai Jaan,9200000,3047539,-6152461
The Neon Demon,7500000,1333124,-6166876
Max Steel,10000000,3818664,-6181336
Slackers,11000000,4814244,-6185756
Push,38000000,31811527,-6188473
The Man Who Knew Too Little,20000000,13801755,-6198245
Clay Pigeons,8000000,1793359,-6206641
Paycheck,60000000,53789313,-6210687
Percy Jackson & the Olympians: The Lightning Thief,95000000,88768303,-6231697
Whatever it Takes,15000000,8735529,-6264471
The Island,22000000,15716828,-6283172
Untraceable,35000000,28687835,-6312165
Crank 2: High Voltage,20000000,13684249,-6315751
For Greater Glory: The True Story of Cristiada,12000000,5669081,-6330919
Les Visiteurs,7000000,659000,-6341000
Burnt,20000000,13651946,-6348054
Melancholia,9400000,3030848,-6369152
The Borrowers,29000000,22619589,-6380411
CHiPS,25000000,18600152,-6399848
Boat Trip,15000000,8586376,-6413624
Aberdeen,6500000,64148,-6435852
Quills,13500000,7060876,-6439124
For Your Consideration,12000000,5549923,-6450077
Envy,20000000,13548322,-6451678
Freeheld,7000000,546201,-6453799
The Wind That Shakes the Barley,8300000,1829142,-6470858
"Remember Me, My Love",6700000,223878,-6476122
Dom Hemingway,7000000,523511,-6476489
Pay it Forward,40000000,33508922,-6491078
Tracker,6500000,0,-6500000
Hellboy II: The Golden Army,82500000,75986503,-6513497
Richard III,9200000,2684904,-6515096
Vertical Limit,75000000,68473360,-6526640
Ta Ra Rum Pum,7400000,872643,-6527357
Tropa de Elite,6537890,8744,-6529146
Lars and the Real Girl,12500000,5956480,-6543520
The Extra Man,7000000,453377,-6546623
The Sapphires,9000000,2450867,-6549133
Perrierâs Bounty,6600000,828,-6599172
Everybody Wants Some,10000000,3400278,-6599722
Last Holiday,45000000,38399961,-6600039
One Night with the King,20000000,13395961,-6604039
Bullets Over Broadway,20000000,13383747,-6616253
Hesher,7000000,382946,-6617054
The Importance of Being Earnest,15000000,8378141,-6621859
Ghost Town,20000000,13367624,-6632376
Bran Nue Dae,6750000,113568,-6636432
Crash,10000000,3357324,-6642676
One True Thing,30000000,23337196,-6662804
Atlas Shrugged: Part II,10000000,3336053,-6663947
Le passÃ©,8000000,1335672,-6664328
The Love Letter,15000000,8322608,-6677392
Predator 2,35000000,28317513,-6682487
Chairman of the Board,7000000,306715,-6693285
Dick,13000000,6276869,-6723131
Romeo Is Bleeding,10000000,3275585,-6724415
Gerry,7000000,254683,-6745317
The Chumscrubber,6800000,49526,-6750474
Wah-Wah,7000000,234750,-6765250
The Mothman Prophecies,42000000,35228696,-6771304
Shade,6800000,25032,-6774968
Spirit: Stallion of the Cimarron,80000000,73215310,-6784690
Sanctum,30000000,23209310,-6790690
The Heart of Me,7000000,196067,-6803933
The Limey,10000000,3193102,-6806898
Elle s'appelait Sarah,14500000,7691700,-6808300
Hearts in Atlantis,31000000,24185781,-6814219
The Blood of Heroes,7700000,882290,-6817710
Lean on Pete,8000000,1163056,-6836944
Two Lovers and a Bear,6840000,0,-6840000
Rosewater,10000000,3128941,-6871059
Vanity Fair,23000000,16123851,-6876149
Hoot,15000000,8117637,-6882363
Valkyrie,90000000,83107829,-6892171
Space Chimps,37000000,30105968,-6894032
Made in Dagenham,8000000,1095369,-6904631
Abduction,35000000,28087155,-6912845
Celebrity,12000000,5078660,-6921340
And When Did You Last See Your Father?,8000000,1071240,-6928760
The Gospel of John,11000000,4068087,-6931913
Tower Heist,85000000,78046570,-6953430
Ca$h,7000000,46488,-6953512
The House of Mirth,10000000,3041803,-6958197
Arthur,40000000,33035397,-6964603
War Dogs,50000000,43034523,-6965477
Masked and Anonymous,7500000,533344,-6966656
Trudno byt bogom,7000000,31443,-6968557
The Boondock Saints,7000000,30471,-6969529
Kubo and the Two Strings,55000000,48023088,-6976912
Greater,9000000,2000093,-6999907
Alpha & Omega: The Legend of the Saw Tooth Cave,7000000,0,-7000000
Malone,10000000,3000000,-7000000
Geroy,7000000,0,-7000000
Twixt,7000000,0,-7000000
Stargate - The Ark of Truth,7000000,0,-7000000
Z Storm,7000000,0,-7000000
The Kings of Appletown,7000000,0,-7000000
Oddball,7000000,0,-7000000
High School Musical 2,7000000,0,-7000000
55 Days at Peking,17000000,10000000,-7000000
Criminal Activities,7000000,0,-7000000
Snezhnaya koroleva,7000000,0,-7000000
The Quiet American,20000000,12987647,-7012353
Win a Date with Tad Hamilton!,24000000,16980098,-7019902
From Justin to Kelly,12000000,4922166,-7077834
Peaceful Warrior,10000000,2893666,-7106334
Invaders from Mars,12000000,4884663,-7115337
The Lost City,9600000,2484186,-7115814
Girl 6,12000000,4880941,-7119059
Light It Up,13000000,5871603,-7128397
Drillbit Taylor,40000000,32862104,-7137896
3,7200000,59774,-7140226
Namastey London,8400000,1207007,-7192993
In Bruges,15000000,7800825,-7199175
Punch-Drunk Love,25000000,17791031,-7208969
Eddie the Eagle,23000000,15789389,-7210611
Imagine Me & You,7900000,672243,-7227757
Vera Drake,11000000,3753806,-7246194
Die Welle,7250000,0,-7250000
Borg vs McEnroe,7500000,231346,-7268654
Jaws 4: The Revenge,23000000,15728335,-7271665
Eurotrip,25000000,17718223,-7281777
In the Cut,12000000,4717455,-7282545
Betty Fisher et autres histoires,7500000,206400,-7293600
El Chicano,8000000,700261,-7299739
Code 46,7500000,197148,-7302852
The Secret of Kells,8000000,690290,-7309710
Licence to Kill,42000000,34667015,-7332985
Triple 9,20000000,12639297,-7360703
The Border,13500000,6118683,-7381317
The Rover,8500000,1109199,-7390801
The Aviator,110000000,102608827,-7391173
Promised Land,15000000,7597898,-7402102
Prefontaine,8000000,590817,-7409183
The Wicked Lady,8000000,589308,-7410692
Beverly Hills Cop III,50000000,42586861,-7413139
Down in the Valley,8000000,568932,-7431068
Slither,15250000,7802450,-7447550
Lost and Found,14000000,6552255,-7447745
The Light Between Oceans,20000000,12545979,-7454021
Destroyer,9000000,1533324,-7466676
Trust the Man,9000000,1530535,-7469465
My Super Ex-Girlfriend,30000000,22530295,-7469705
Bucky Larson: Born to Be a Star,10000000,2529395,-7470605
Kabhi Alvida Naa Kehna,10750000,3275443,-7474557
Getaway,18000000,10501938,-7498062
Father Figures,25000000,17501244,-7498756
Outside Bet,7500000,0,-7500000
The Hole,7500000,0,-7500000
